row index,label,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
row 31,2,"[0.0, 0.0]","[0.20034071803092957, -0.15986406803131104]","[0.3427303731441498, -0.46229028701782227]","[0.3325364887714386, -0.7064470052719116]","[0.22736132144927979, -0.8676282167434692]","[0.1787288635969162, -0.9753584265708923]","[0.22907495498657227, -1.3503849506378174]","[0.2588295340538025, -1.5696723461151123]","[0.27435600757598877, -1.7570476531982422]","[0.0, -1.0]","[0.008743981830775738, -1.4552669525146484]","[0.061106182634830475, -1.7354929447174072]","[0.10039255768060684, -1.9545211791992188]","[-0.14102227985858917, -0.9249228239059448]","[0.1135542094707489, -0.9539628624916077]","[0.19712531566619873, -0.6983780264854431]","[0.20101161301136017, -0.5361502766609192]","[-0.22168183326721191, -0.7848986983299255]","[0.04293924942612648, -0.7109043598175049]","[0.10886143893003464, -0.515745222568512]","[0.09675798565149307, -0.39661362767219543]"
row 32,2,"[0.0, 0.0]","[0.17232806980609894, -0.1783061921596527]","[0.22000092267990112, -0.47377657890319824]","[0.013436337932944298, -0.6420187950134277]","[-0.1850777119398117, -0.7561139464378357]","[0.18311555683612823, -1.0121501684188843]","[0.24374644458293915, -1.392577052116394]","[0.2833104431629181, -1.6413911581039429]","[0.29193729162216187, -1.8448048830032349]","[0.0, -1.0]","[-0.07948709279298782, -1.468530535697937]","[-0.11502013355493546, -1.7478852272033691]","[-0.15685708820819855, -1.9739445447921753]","[-0.141569122672081, -0.8608421087265015]","[-0.194316565990448, -0.8533534407615662]","[-0.0829867497086525, -0.6062340140342712]","[-0.005102023482322693, -0.47203129529953003]","[-0.2521273195743561, -0.6766120195388794]","[-0.252184122800827, -0.6666341423988342]","[-0.1486690491437912, -0.4831879734992981]","[-0.06542076170444489, -0.38035887479782104]"
row 33,2,"[0.0, 0.0]","[0.12362226843833923, -0.16052944958209991]","[0.10355725884437561, -0.45483890175819397]","[-0.1313307136297226, -0.6799736022949219]","[-0.3328584134578705, -0.808813214302063]","[0.16709908843040466, -0.9849975109100342]","[0.21010266244411469, -1.3655563592910767]","[0.22717389464378357, -1.6171808242797852]","[0.22341080009937286, -1.832964301109314]","[0.0, -1.0]","[-0.061486344784498215, -1.4244849681854248]","[-0.11369596421718597, -1.6894627809524536]","[-0.15963423252105713, -1.9051443338394165]","[-0.13306774199008942, -0.8940887451171875]","[-0.25968050956726074, -0.9884650111198425]","[-0.22318725287914276, -0.7575531005859375]","[-0.17247886955738068, -0.6064388751983643]","[-0.22439062595367432, -0.7449052929878235]","[-0.3318709135055542, -0.8438730239868164]","[-0.27880823612213135, -0.6808008551597595]","[-0.2076253443956375, -0.546305239200592]"
row 34,2,"[0.0, 0.0]","[0.18785859644412994, -0.20361529290676117]","[0.24279074370861053, -0.5135350227355957]","[0.026779625564813614, -0.6850096583366394]","[-0.17802652716636658, -0.7668541669845581]","[0.18115483224391937, -1.0086792707443237]","[0.21129386126995087, -1.4018385410308838]","[0.2259047031402588, -1.6492161750793457]","[0.22149398922920227, -1.856921672821045]","[0.0, -0.9999999403953552]","[-0.06320183724164963, -1.4470863342285156]","[-0.09731961041688919, -1.7363168001174927]","[-0.13323858380317688, -1.9678336381912231]","[-0.1438242644071579, -0.8781349062919617]","[-0.1927206814289093, -0.8984944820404053]","[-0.08814150840044022, -0.6512342095375061]","[-0.010618670843541622, -0.4864298701286316]","[-0.26050636172294617, -0.7002788186073303]","[-0.2481991946697235, -0.6878700256347656]","[-0.13556325435638428, -0.5060126185417175]","[-0.044748734682798386, -0.38132449984550476]"
row 35,2,"[0.0, 0.0]","[0.19018808007240295, -0.1806221306324005]","[0.272566020488739, -0.4526118338108063]","[0.08493580669164658, -0.5741622447967529]","[-0.10685509443283081, -0.6561126708984375]","[0.19852745532989502, -0.981813371181488]","[0.27749109268188477, -1.3700017929077148]","[0.3231610059738159, -1.6145566701889038]","[0.33514976501464844, -1.8189629316329956]","[0.0, -1.0]","[-0.06608594954013824, -1.440224289894104]","[-0.09516850113868713, -1.7157384157180786]","[-0.13321159780025482, -1.9621590375900269]","[-0.16095808148384094, -0.8977710008621216]","[-0.1499462127685547, -0.8051306009292603]","[-0.05400056391954422, -0.5649306774139404]","[-0.002490940038114786, -0.4526814818382263]","[-0.29274579882621765, -0.7393193244934082]","[-0.24611975252628326, -0.6382089257240295]","[-0.15232549607753754, -0.4723373353481293]","[-0.09255559742450714, -0.3978096544742584]"
row 36,2,"[0.0, 0.0]","[0.20602816343307495, -0.13483166694641113]","[0.28833749890327454, -0.3522363603115082]","[0.04800397902727127, -0.4124038815498352]","[-0.18275386095046997, -0.45997175574302673]","[0.20889310538768768, -0.9676442742347717]","[0.2909333109855652, -1.388908863067627]","[0.3428005874156952, -1.664435625076294]","[0.3620840907096863, -1.9108330011367798]","[0.0, -1.0]","[-0.08751875907182693, -1.4700353145599365]","[-0.16047653555870056, -1.7819443941116333]","[-0.22891521453857422, -2.074585437774658]","[-0.16460931301116943, -0.8936973214149475]","[-0.22176583111286163, -0.8225295543670654]","[-0.14886727929115295, -0.5449027419090271]","[-0.0840289294719696, -0.4082580804824829]","[-0.2972208857536316, -0.7185552716255188]","[-0.32614728808403015, -0.6280063390731812]","[-0.23478154838085175, -0.4412728250026703]","[-0.14050328731536865, -0.344906210899353]"
row 37,2,"[0.0, 0.0]","[0.18935464322566986, -0.2279001623392105]","[0.2523496448993683, -0.5909308791160583]","[0.03232509270310402, -0.8051068186759949]","[-0.1839478760957718, -0.9181387424468994]","[0.18292628228664398, -1.0337220430374146]","[0.2171175330877304, -1.4191389083862305]","[0.22021649777889252, -1.6600929498672485]","[0.21689680218696594, -1.8610669374465942]","[0.0, -0.9999999403953552]","[-0.07059374451637268, -1.4489936828613281]","[-0.10979394614696503, -1.7295078039169312]","[-0.14817780256271362, -1.958184838294983]","[-0.14806006848812103, -0.8561260104179382]","[-0.18743205070495605, -1.0244214534759521]","[-0.07032980769872665, -0.7633654475212097]","[-0.0008654805133119226, -0.5789505839347839]","[-0.270971417427063, -0.6506125330924988]","[-0.269192099571228, -0.7708222270011902]","[-0.1401171088218689, -0.5811291933059692]","[-0.049853239208459854, -0.42765751481056213]"
row 38,2,"[0.0, 0.0]","[0.21415579319000244, -0.25929754972457886]","[0.2696990370750427, -0.6850242614746094]","[0.05874491482973099, -0.9598135352134705]","[-0.16479814052581787, -1.0906435251235962]","[0.18383653461933136, -1.028637409210205]","[0.20803844928741455, -1.401088833808899]","[0.20952920615673065, -1.6405127048492432]","[0.20267453789710999, -1.8302370309829712]","[0.0, -1.0]","[-0.07926052063703537, -1.4548614025115967]","[-0.1159772202372551, -1.7194358110427856]","[-0.157468780875206, -1.9368857145309448]","[-0.14742277562618256, -0.875002920627594]","[-0.18107348680496216, -1.1407455205917358]","[-0.07572010904550552, -0.9463593363761902]","[-0.029156027361750603, -0.7941853404045105]","[-0.2770140469074249, -0.687047004699707]","[-0.2414379119873047, -0.823009729385376]","[-0.09896770119667053, -0.6468333005905151]","[-0.008708896115422249, -0.49351298809051514]"
row 39,2,"[0.0, 0.0]","[0.22505901753902435, -0.2524033486843109]","[0.35131919384002686, -0.653275728225708]","[0.20203378796577454, -0.927350640296936]","[-0.006821487098932266, -1.0467255115509033]","[0.18967245519161224, -1.0141023397445679]","[0.24174973368644714, -1.4019083976745605]","[0.26000726222991943, -1.629360318183899]","[0.27348846197128296, -1.824696660041809]","[0.0, -0.9999999403953552]","[-0.0716467797756195, -1.4885234832763672]","[-0.07841087132692337, -1.7716543674468994]","[-0.08319097757339478, -1.9963616132736206]","[-0.15946383774280548, -0.8844181299209595]","[-0.06010845676064491, -1.0874748229980469]","[0.07114824652671814, -0.8270895481109619]","[0.11677148193120956, -0.6219581365585327]","[-0.2922990918159485, -0.7162125110626221]","[-0.160969078540802, -0.8421338796615601]","[-0.008175536058843136, -0.6766356229782104]","[0.07039354741573334, -0.5262582898139954]"
row 40,2,"[0.0, 0.0]","[0.1383555829524994, -0.24143312871456146]","[0.13208794593811035, -0.6159967184066772]","[-0.13116656243801117, -0.8076432943344116]","[-0.3492526412010193, -0.9311010837554932]","[0.17326581478118896, -1.056822419166565]","[0.17443758249282837, -1.4349250793457031]","[0.16770301759243011, -1.6728603839874268]","[0.13812559843063354, -1.8641445636749268]","[0.0, -0.9999999403953552]","[-0.08217830210924149, -1.4525229930877686]","[-0.1321798712015152, -1.7035545110702515]","[-0.1981157660484314, -1.9048677682876587]","[-0.13595619797706604, -0.8319739699363708]","[-0.26540595293045044, -0.958331823348999]","[-0.17680492997169495, -0.7258061170578003]","[-0.11599596589803696, -0.612622082233429]","[-0.24407289922237396, -0.631976306438446]","[-0.3107836842536926, -0.7714240550994873]","[-0.22211626172065735, -0.5944576263427734]","[-0.15303775668144226, -0.48056089878082275]"
row 41,2,"[0.0, 0.0]","[0.17757785320281982, -0.15941138565540314]","[0.22100304067134857, -0.45100653171539307]","[0.0012765632709488273, -0.6605919003486633]","[-0.20826417207717896, -0.8004222512245178]","[0.17433921992778778, -1.0161349773406982]","[0.17000150680541992, -1.4169676303863525]","[0.1615743637084961, -1.676255702972412]","[0.1275852769613266, -1.8895469903945923]","[0.0, -1.0]","[-0.11094393581151962, -1.447688102722168]","[-0.17880378663539886, -1.7217258214950562]","[-0.24513982236385345, -1.9462213516235352]","[-0.13447612524032593, -0.856297492980957]","[-0.2069615125656128, -0.8807032108306885]","[-0.10576172173023224, -0.6290029883384705]","[-0.02570454776287079, -0.49272605776786804]","[-0.2372017502784729, -0.6616867184638977]","[-0.26908379793167114, -0.6900509595870972]","[-0.17206087708473206, -0.5124654769897461]","[-0.08614648133516312, -0.4064221978187561]"
row 42,2,"[0.0, 0.0]","[0.2209239900112152, -0.1672423630952835]","[0.37236759066581726, -0.4250836968421936]","[0.24243836104869843, -0.5685368180274963]","[0.03989322483539581, -0.605082094669342]","[0.21384800970554352, -1.0026986598968506]","[0.24919554591178894, -1.4171053171157837]","[0.2713778018951416, -1.6712406873703003]","[0.2672255039215088, -1.891923189163208]","[0.0, -1.0]","[-0.0675913468003273, -1.4442623853683472]","[-0.09576795250177383, -1.7424027919769287]","[-0.13218194246292114, -1.9959983825683594]","[-0.16828197240829468, -0.86883145570755]","[-0.08125770092010498, -0.8187938928604126]","[0.03890332952141762, -0.5949453711509705]","[0.09713616222143173, -0.4446730613708496]","[-0.29519930481910706, -0.6695955991744995]","[-0.17547442018985748, -0.56940096616745]","[-0.045961715281009674, -0.4131234288215637]","[0.03143882751464844, -0.3078186511993408]"
row 43,2,"[0.0, 0.0]","[0.22603172063827515, -0.1519157439470291]","[0.36810702085494995, -0.38626742362976074]","[0.18408432602882385, -0.47498175501823425]","[-0.039401277899742126, -0.5197156071662903]","[0.2266543060541153, -0.9817525744438171]","[0.24036413431167603, -1.4261876344680786]","[0.2566272020339966, -1.6916604042053223]","[0.23577384650707245, -1.926318883895874]","[0.0, -0.9999999403953552]","[-0.10504469275474548, -1.444480538368225]","[-0.16229452192783356, -1.7461649179458618]","[-0.2289733588695526, -2.0387749671936035]","[-0.17600427567958832, -0.8765007853507996]","[-0.14135800302028656, -0.7245100140571594]","[-0.03350691497325897, -0.4836686849594116]","[0.024496758356690407, -0.39125552773475647]","[-0.3151748776435852, -0.6861419081687927]","[-0.2519075870513916, -0.503966748714447]","[-0.14588402211666107, -0.35366594791412354]","[-0.081143319606781, -0.31326058506965637]"
row 44,2,"[0.0, 0.0]","[0.18996140360832214, -0.19554291665554047]","[0.2949735224246979, -0.5014790892601013]","[0.1479761302471161, -0.692600429058075]","[-0.04835502430796623, -0.777558445930481]","[0.17591151595115662, -1.0209561586380005]","[0.18185682594776154, -1.3923085927963257]","[0.17400696873664856, -1.6273752450942993]","[0.15139800310134888, -1.824538230895996]","[0.0, -1.0]","[-0.07401438802480698, -1.4261218309402466]","[-0.11821615695953369, -1.7004719972610474]","[-0.16015444695949554, -1.9157882928848267]","[-0.14528481662273407, -0.8654260635375977]","[-0.11509819328784943, -0.9494376182556152]","[-0.0061583020724356174, -0.7134581208229065]","[0.051187966018915176, -0.5431052446365356]","[-0.268413245677948, -0.6716924905776978]","[-0.21694640815258026, -0.7394129633903503]","[-0.0864085778594017, -0.5771468877792358]","[0.00514206662774086, -0.4377404451370239]"
row 45,2,"[0.0, 0.0]","[0.19195635616779327, -0.15421853959560394]","[0.31934455037117004, -0.4350397288799286]","[0.24142849445343018, -0.6757073402404785]","[0.09217679500579834, -0.8207437992095947]","[0.18835803866386414, -0.988120436668396]","[0.23287911713123322, -1.373003602027893]","[0.2521880865097046, -1.5968698263168335]","[0.2588076591491699, -1.7811323404312134]","[0.0, -0.9999999403953552]","[-0.05129007622599602, -1.4596656560897827]","[-0.06478281319141388, -1.7267088890075684]","[-0.07944358140230179, -1.9124388694763184]","[-0.1513565629720688, -0.9076875448226929]","[-0.029296264052391052, -0.9635535478591919]","[0.065140001475811, -0.735243022441864]","[0.10001389682292938, -0.5571014881134033]","[-0.2636072337627411, -0.7603918313980103]","[-0.09854930639266968, -0.7170301675796509]","[0.02766682207584381, -0.5344211459159851]","[0.0971205085515976, -0.3887639343738556]"
row 46,2,"[0.0, 0.0]","[0.18591588735580444, -0.1783793419599533]","[0.2965012490749359, -0.46351158618927]","[0.15551291406154633, -0.6659543514251709]","[-0.02999626286327839, -0.7854650020599365]","[0.18548910319805145, -1.0067955255508423]","[0.1934085339307785, -1.4001808166503906]","[0.19202618300914764, -1.639832615852356]","[0.17295832931995392, -1.8474266529083252]","[0.0, -1.0]","[-0.06779204308986664, -1.4553824663162231]","[-0.10419397801160812, -1.7352206707000732]","[-0.14365465939044952, -1.955973744392395]","[-0.15468211472034454, -0.8810519576072693]","[-0.1194431334733963, -0.8956629037857056]","[-0.016332589089870453, -0.6613540649414062]","[0.039875905960798264, -0.5004242658615112]","[-0.28654181957244873, -0.7054871320724487]","[-0.21272410452365875, -0.6799333691596985]","[-0.0883195549249649, -0.5102456212043762]","[-0.0029604791197925806, -0.3892858326435089]"
row 47,2,"[0.0, 0.0]","[0.20493294298648834, -0.1171405166387558]","[0.3638823926448822, -0.30131909251213074]","[0.2628932297229767, -0.4353538751602173]","[0.08074444532394409, -0.5155295729637146]","[0.22541584074497223, -0.9546635746955872]","[0.27398696541786194, -1.384118914604187]","[0.30970457196235657, -1.647931694984436]","[0.31738248467445374, -1.8746553659439087]","[0.0, -1.0]","[-0.05797942355275154, -1.4617177248001099]","[-0.07999899238348007, -1.775964617729187]","[-0.10905655473470688, -2.050468921661377]","[-0.1819847673177719, -0.9035247564315796]","[-0.08400043100118637, -0.7521538734436035]","[0.025749657303094864, -0.5037519931793213]","[0.0841011106967926, -0.3648322820663452]","[-0.32100555300712585, -0.7293733358383179]","[-0.20729318261146545, -0.5511898994445801]","[-0.07997413724660873, -0.3879169225692749]","[0.006883983034640551, -0.3051438331604004]"
row 48,2,"[0.0, 0.0]","[0.17622080445289612, -0.18640971183776855]","[0.294967919588089, -0.48120471835136414]","[0.1841200888156891, -0.6959301829338074]","[0.01744724251329899, -0.8080909848213196]","[0.17497055232524872, -1.008038878440857]","[0.19195756316184998, -1.3897356986999512]","[0.19259995222091675, -1.6154701709747314]","[0.17643862962722778, -1.8101359605789185]","[0.0, -1.0]","[-0.072797030210495, -1.4518048763275146]","[-0.10400036722421646, -1.711707353591919]","[-0.14081814885139465, -1.9221298694610596]","[-0.14669924974441528, -0.8837286829948425]","[-0.08375096321105957, -0.9383574724197388]","[0.01912487857043743, -0.7188100814819336]","[0.0626557394862175, -0.5727382302284241]","[-0.26946407556533813, -0.7121496796607971]","[-0.1841980665922165, -0.7205632328987122]","[-0.062375351786613464, -0.5578998923301697]","[0.011674726381897926, -0.4419777989387512]"
row 49,2,"[0.0, 0.0]","[0.18494582176208496, -0.20207400619983673]","[0.2950940430164337, -0.49868303537368774]","[0.16245530545711517, -0.7058577537536621]","[-0.012866112403571606, -0.8134911060333252]","[0.18043461441993713, -1.0222704410552979]","[0.16907468438148499, -1.4120855331420898]","[0.15210261940956116, -1.644796371459961]","[0.1227620467543602, -1.8442890644073486]","[0.0, -0.9999999403953552]","[-0.09510517865419388, -1.4410614967346191]","[-0.1446201503276825, -1.708513855934143]","[-0.1900605857372284, -1.9211220741271973]","[-0.15026217699050903, -0.8669695854187012]","[-0.11025753617286682, -0.9201371073722839]","[-0.004209511913359165, -0.6988552212715149]","[0.05326254293322563, -0.5381142497062683]","[-0.27573874592781067, -0.6794186234474182]","[-0.20424196124076843, -0.6817187070846558]","[-0.07825419306755066, -0.5277248024940491]","[0.007783298846334219, -0.4086473882198334]"
